SUBCLASSE|DENOMINACAO|DESCRICAO|ITEM|SUBITEM|ALIQUOTA|IDCNAE 
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE EMISSÃO, REEMISSÃO, ALTERAÇÃO, CESSÃO, SUBSTITUIÇÃO, CANCELAMENTO E REGISTRO DE CONTRATO DE CRÉDITO|15|8|5|7840
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE EMISSÃO, REEMISSÃO, ALTERAÇÃO, CESSÃO, SUBSTITUIÇÃO, CANCELAMENTO E REGISTRO DE CONTRATO DE CRÉDITO|15|8|5|7839
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS RELATIVOS À ABERTURA DE CRÉDITOS|15|8|5|7706
6421200|BANCOS COMERCIAIS|SERVIÇOS RELATIVOS À ABERTURA DE CRÉDITOS|15|8|5|7705
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS RELATIVOS À ABERTURA DE CRÉDITOS|15|8|5|7704
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS RELATIVOS À ABERTURA DE CRÉDITOS|15|8|5|7693
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7707
6438701|BANCOS DE CAMBIO|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7708
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7709
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7711
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7828
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7827
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7826
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7825
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7824
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7823
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7822
6438701|BANCOS DE CAMBIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7821
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7820
6421200|BANCOS COMERCIAIS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8245
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8244
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8243
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8242
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8241
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8240
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8239
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8238
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8237
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8236
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8235
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8234
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8233
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8232
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8231
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8230
6438701|BANCOS DE CAMBIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8229
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8228
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CONTAS OU CARNÊS|15|10|5|8227
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8226
6421200|BANCOS COMERCIAIS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8225
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8224
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8223
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8222
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8221
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8220
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8219
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8217
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8216
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8215
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8214
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8213
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8212
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8211
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8210
6438701|BANCOS DE CAMBIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8209
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8208
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8103
6421200|BANCOS COMERCIAIS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8102
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8101
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8100
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8099
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8098
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8097
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8096
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8095
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8094
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8093
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8092
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8091
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8090
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8089
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8088
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8087
6438701|BANCOS DE CAMBIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8086
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TRIBUTOS|15|10|5|8085
6421200|BANCOS COMERCIAIS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8084
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8083
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8082
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8081
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8080
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8079
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8078
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8077
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8076
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8075
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8074
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8073
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8072
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8071
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8070
6438701|BANCOS DE CAMBIO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8069
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8068
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE CÂMBIO|15|10|5|8067
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8028
6421200|BANCOS COMERCIAIS|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8027
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8026
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8025
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8024
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8023
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8022
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8021
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8020
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8019
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8018
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8017
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8016
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8015
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8014
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8013
6438701|BANCOS DE CAMBIO|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8012
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8011
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE FICHAS DE COMPENSAÇÃO|15|10|5|8010
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7838
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO DE TÍTULOS|15|10|5|8218
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7833
6421200|BANCOS COMERCIAIS|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7724
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7717
6421200|BANCOS COMERCIAIS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7837
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7836
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7835
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7834
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7832
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7831
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7830
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE COBRANÇA, RECEBIMENTO OU PAGAMENTO POR CONTA DE TERCEIROS|15|10|5|7829
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7819
6421200|BANCOS COMERCIAIS|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7818
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7817
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7816
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7815
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7814
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7813
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7786
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7785
6438701|BANCOS DE CAMBIO|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7784
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7783
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7782
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7725
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7723
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7722
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7721
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7795
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7794
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7793
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7792
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7791
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7790
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7789
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7788
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7787
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7812
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7811
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7810
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7809
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7808
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7807
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7806
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7805
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7804
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7803
6438701|BANCOS DE CAMBIO|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7802
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE EMISSÃO DE CARNÊS|15|10|5|7801
6421200|BANCOS COMERCIAIS|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7800
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7799
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7798
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7797
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE FORNECIMENTO DE POSIÇÃO DE COBRANÇA, RECEBIMENTO OU PAGAMENTO|15|10|5|7796
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7720
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE EMISSÃO DE IMPRESSOS|15|10|5|7719
