SUBCLASSE|DENOMINACAO|DESCRICAO|ITEM|SUBITEM|ALIQUOTA|IDCNAE 
4399199|SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE BOMBEAMENTO DE CONCRETO|7|2|3|9279
4312600|PERFURACOES E SONDAGENS|SERVIÇOS DE SONDAGEM |7|2|3|9278
4391600|OBRAS DE FUNDACOES|SERVIÇOS DE ESTAQUEAMENTO|7|2|3|9277
4313400|OBRAS DE TERRAPLENAGEM|SERVIÇOS DE ESCAVAÇÕES|7|2|3|9276
4211102|PINTURA PARA SINALIZACAO EM PISTAS RODOVIARIAS E AEROPORTOS|SERVIÇOS DE COLOCAÇÃO DE PLACAS DE SINALIZAÇÃO DE TRÂNSITO|7|2|3|9301
4322303|INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO|SERVIÇOS DE INSTALAÇÃO DE SISTEMAS DE PREVENÇÃO CONTRA INCÊNDIOS|7|2|3|9300
4329104|MONTAGEM E INSTALACAO DE SISTEMAS E EQUIPAMENTOS DE ILUMINACAO E SINALIZACAO EM VIAS PUBLICAS, PORTOS E AEROPORTOS|SERVIÇOS DE INSTALAÇÃO HIDRÁULICAS, SANITÁRIAS E GÁS|7|2|3|9299
4322301|INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS|SERVIÇOS DE INSTALAÇÃO HIDRÁULICAS, SANITÁRIAS E GÁS|7|2|3|9298
4329103|INSTALACAO, MANUTENCAO E REPARACAO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES, EXCETO DE FABRICACAO PROPRIA|SERVIÇOS DE INSTALAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS LOLANTES|7|2|3|9297
4321500|INSTALACAO E MANUTENCAO ELETRICA|SERVIÇOS DE ELETRICIDADE|7|2|3|9296
4399105|PERFURACAO E CONSTRUCAO DE POCOS DE AGUA|SERVIÇOS DE CONSTRUÇÃO DE POÇOS DE ÁGUAS|7|2|3|9295
4223500|CONSTRUCAO DE REDES DE TRANSPORTES POR DUTOS, EXCETO PARA AGUA E ESGOTO|SERVIÇOS DE CONSTRUÇÃO DE REDES DE TRANSPORTE POR DUTOS|7|2|3|9294
4222701|CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO|SERVIÇOS DE CONSTRUÇÃO DE REDES DE TRANSPORTE POR DUTOS|7|2|3|9293
4330402|INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL|SERVIÇOS DE COLOCAÇÃO DE ESQUADRIAS|7|2|3|9316
4330401|IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL|SERVIÇOS DE IMPERMEABILIZAÇÃO|7|2|3|9315
4330499|OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO|SERVIÇOS DE OBRAS DE ALVENARIA E REBOCO|7|2|3|9314
4330499|OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO|SERVIÇOS DE INSTALAÇÃO DE PISCINAS|7|2|3|9313
4322302|INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO|SERVIÇOS DE INSTALAÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO|7|2|3|9312
4399102|MONTAGEM E DESMONTAGEM DE ANDAIMES E OUTRAS ESTRUTURAS TEMPORARIAS|SERVIÇOS DE INSTALAÇÃO E MONTAGEM DE PRODUTOS, PEÇAS E EQUIPAMENTOS DESTINADOS À CONSTRUÇÃO CIVIL|7|2|3|9311
2511000|FABRICACAO DE ESTRUTURAS METALICAS|SERVIÇOS DE MONTAGEM DE ESTRUTURA METÁLICAS E DE FERRO|7|2|3|9310
4292801|MONTAGEM DE ESTRUTURAS METALICAS|SERVIÇOS DE MONTAGEM DE ESTRUTURA METÁLICAS E DE FERRO|7|2|3|9309
4399102|MONTAGEM E DESMONTAGEM DE ANDAIMES E OUTRAS ESTRUTURAS TEMPORARIAS|SERVIÇOS DE MONTAGEM DE ESTRUTURA METÁLICAS E DE FERRO|7|2|3|9308
4330404|SERVICOS DE PINTURA DE EDIFICIOS EM GERAL|SERVIÇOS DE PINTURA DE CONSTRUÇÃO CIVIL|7|2|3|9307
3701100|GESTAO DE REDES DE ESGOTO|SERVIÇOS DE DRENAGEM|7|2|3|9306
4319300|SERVICOS DE PREPARACAO DO TERRENO NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE DRENAGEM|7|2|3|9305
4313400|OBRAS DE TERRAPLENAGEM|SERVIÇOS DE TERRAPLANAGEM|7|2|3|9304
4329105|TRATAMENTOS TERMICOS, ACUSTICOS OU DE VIBRACAO|SERVIÇOS DE TRATAMENTO ACÚSTICO E TÉRMICO|7|2|3|9303
4329104|MONTAGEM E INSTALACAO DE SISTEMAS E EQUIPAMENTOS DE ILUMINACAO E SINALIZACAO EM VIAS PUBLICAS, PORTOS E AEROPORTOS|SERVIÇOS DE COLOCAÇÃO DE PLACAS DE SINALIZAÇÃO DE TRÂNSITO|7|2|3|9302
4222701|CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO|SERVIÇOS DE CONSTRUÇÃO DE REDES DE ÁGUA E ESGOTO|7|2|3|9292
7112000|SERVICOS DE ENGENHARIA|SERVIÇOS DE SANEAMENTO AMBIENTAL|7|2|3|9291
4222701|CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO|SERVIÇOS DE SANEAMENTO AMBIENTAL|7|2|3|9290
4222702|OBRAS DE IRRIGACAO|SERVIÇOS DE OBRAS DE IRRIGAÇÃO|7|2|3|9289
3600601|CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUA|SERVIÇOS DE OBRAS DE IRRIGAÇÃO|7|2|3|9288
4291000|OBRAS PORTUARIAS, MARITIMAS E FLUVIAIS|SERVIÇOS DE OBRAS MARÍTIMAS E FLUVIAIS|7|2|3|9287
4211101|CONSTRUCAO DE RODOVIAS E FERROVIAS|SERVIÇOS DE PAVIMENTAÇÃO|7|2|3|9286
4211101|CONSTRUCAO DE RODOVIAS E FERROVIAS|SERVIÇOS DE CONSTRUÇÃO DE RODOVIAS|7|2|3|9285
7112000|SERVICOS DE ENGENHARIA|SERVIÇOS DE ELABORAÇÃO DE PLANOS DIRETORES|7|3|3|9318
7112000|SERVICOS DE ENGENHARIA|SERVIÇOS DE ESTUDOS DE VIABILIDADE|7|3|3|9319
7119703|SERVICOS DE DESENHO TECNICO RELACIONADOS A ARQUITETURA E ENGENHARIA|SERVIÇOS DE ELABORAÇÃO DE ANTEPROJETOS, PROJETOS BÁSICOS E PROJETOS EXECUTIVOS PARA TRABALHOS DE ENGENHARIA|7|3|3|9321
7112000|SERVICOS DE ENGENHARIA|SERVIÇOS DE ESTUDOS ORGANIZACIONAIS|7|3|3|9320
4311801|DEMOLICAO DE EDIFICIOS E OUTRAS ESTRUTURAS|SERVIÇOS DE DEMOLIÇÃO|7|4|3|9322
4120400|CONSTRUCAO DE EDIFICIOS|SERVIÇOS DE REPARAÇÃO, CONSERVAÇÃO E REFORMA DA CONST. CIVIL|7|5|3|9189
4120400|CONSTRUCAO DE EDIFICIOS|SERVIÇOS DE CONSERVAÇÃO DE EDIFÍCIOS|7|5|3|9190
4221905|MANUTENCAO DE ESTACOES E REDES DE TELECOMUNICACOES|SERVIÇOS DE MANUTENÇÃO DE ESTAÇÕES E REDES DE TELEFONIA E COMUNICAÇÕES|7|5|3|9193
4221903|MANUTENCAO DE REDES DE DISTRIBUICAO DE ENERGIA ELETRICA|SERVIÇOS DE MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA|7|5|3|9191
4330499|OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO|SERVIÇOS DE COLOCAÇÃO DE PERSIANAS|7|6|3|9194
4330403|OBRAS DE ACABAMENTO EM GESSO E ESTUQUE|SERVIÇOS DE COLOCAÇÃO DE GESSO|7|6|3|9323
4330402|INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL|SERVIÇOS DE COLOCAÇÃO DE FECHADURAS|7|6|3|9325
4330405|APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES|SERVIÇO DE COLOCAÇÃO E INSTALAÇÃO DE CARPETE|7|6|3|9327
4330405|APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES|SERVIÇOS DE COLOCAÇÃO DE ASSOALHO|7|6|3|9329
4330499|OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO|SERVIÇOS DE COLOCAÇÃO DE VIDROS|7|6|3|9330
4330405|APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES|SERVIÇO DE COLOCAÇÃO E INSTALAÇÃO DE REVESTIMENTOS DE PAREDE|7|6|3|9328
4330405|APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES|SERVIÇO DE COLOCAÇÃO DE PELÍCULA DE CONTENÇÃO SOLA EM IMÓVEIS|7|6|3|9326
4330402|INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL|SERVIÇOS DE COLOCAÇÃO DE DIVISÓRIAS|7|6|3|9324
4330499|OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO|SERVIÇOS DE COLOCAÇÃO DE TAPETES E CORTINAS|7|6|3|9195
4330405|APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES|SERVIÇOS DE RECUPERAÇÃO, RASPAGEM, POLIMENTO E LUSTRAÇÃO DE ASSOALHOS, PISOS E PAREDES|7|7|3|9331
4322302|INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO|SERVIÇOS DE CALEFAÇÃO|7|8|3|9332
3821100|TRATAMENTO E DISPOSICAO DE RESIDUOS NAO-PERIGOSOS|SERVIÇOS DE SEPARAÇÃO E DESTINAÇÃO FINAL DO LIXO|7|9|3|9333
4930204|TRANSPORTE RODOVIARIO DE MUDANCAS|SERVIÇOS DE REMOÇÃO DE LIXO|7|9|3|9339
4930201|TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL|SERVIÇOS DE REMOÇÃO DE LIXO|7|9|3|9342
3821100|TRATAMENTO E DISPOSICAO DE RESIDUOS NAO-PERIGOSOS|SERVIOS DE INCINERAÇÃO DE RESÍDUOS|7|9|3|9351
3822000|TRATAMENTO E DISPOSICAO DE RESIDUOS PERIGOSOS|SERVIOS DE INCINERAÇÃO DE RESÍDUOS|7|9|3|9350
3900500|DESCONTAMINACAO E OUTROS SERVICOS DE GESTAO DE RESIDUOS|SERVIOS DE INCINERAÇÃO DE RESÍDUOS|7|9|3|9349
8129000|ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE VARRIÇÃO E COLETA DE LIXO|7|9|3|9348
8121400|LIMPEZA EM PREDIOS E EM DOMICILIOS|SERVIÇOS DE VARRIÇÃO E COLETA DE LIXO|7|9|3|9347
3811400|COLETA DE RESIDUOS NAO-PERIGOSOS|SERVIÇOS DE VARRIÇÃO E COLETA DE LIXO|7|9|3|9346
3821100|TRATAMENTO E DISPOSICAO DE RESIDUOS NAO-PERIGOSOS|SERVIÇOS DE TRATAMENTO DE LIXO|7|9|3|9345
3822000|TRATAMENTO E DISPOSICAO DE RESIDUOS PERIGOSOS|SERVIÇOS DE TRATAMENTO DE LIXO|7|9|3|9344
3811400|COLETA DE RESIDUOS NAO-PERIGOSOS|SERVIÇOS DE REMOÇÃO DE LIXO|7|9|3|9343
4930202|TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL|SERVIÇOS DE REMOÇÃO DE LIXO|7|9|3|9341
4930203|TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS|SERVIÇOS DE REMOÇÃO DE LIXO|7|9|3|9340
3831901|RECUPERACAO DE SUCATAS DE ALUMINIO|SERVIÇOS DE RECICLAGEM DE LIXO|7|9|3|9338
3839499|RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE RECICLAGEM DE LIXO|7|9|3|9334
3839401|USINAS DE COMPOSTAGEM|SERVIÇOS DE RECICLAGEM DE LIXO|7|9|3|9335
3831999|RECUPERACAO DE MATERIAIS METALICOS, EXCETO ALUMINIO|SERVIÇOS DE RECICLAGEM DE LIXO|7|9|3|9337
3832700|RECUPERACAO DE MATERIAIS PLASTICOS|SERVIÇOS DE RECICLAGEM DE LIXO|7|9|3|9336
8129000|ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE LIMPEZA, MANUTENÇÃO E CONSERVAÇÃO DE PISCINAS,CHAMINÉS, PARQUES, JARDINS, VIAS E LOGRADOUROS PÚBLICOS|7|10|2,5|9352
9700500|SERVICOS DOMESTICOS|SERVIÇOS DOMÉSTICOS|7|10|2,5|9358
8129000|ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE LIMPEZA, MANUTENÇÃO E CONSERVAÇÃO DE PISCINAS|7|10|2,5|9353
8129000|ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE LIMPEZA, MANUTENÇÃO E CONSERVAÇÃO DE PARQUES|7|10|2,5|9355
8129000|ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE LIMPEZA, MANUTENÇÃO E CONSERVAÇÃO DE JARDINS|7|10|2,5|9356
8129000|ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE LIMPEZA, MANUTENÇÃO E CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS|7|10|2,5|9357
8121400|LIMPEZA EM PREDIOS E EM DOMICILIOS|SERVIÇOS DE LIMPEZA, MANUTENÇÃO E CONSERVAÇÃO DE IMÓVEIS|7|10|2,5|9354
7410202|DECORACAO DE INTERIORES|SERVIÇOS DE DECORAÇÃO|7|11|3|9359
7410202|DECORACAO DE INTERIORES|SERVIÇOS DE DECORAÇÃO E JARDINAGEM|7|11|3|9360
8130300|ATIVIDADES PAISAGISTICAS|SERVIÇOS DE JARDINAGEM|7|11|3|9361
3701100|GESTAO DE REDES DE ESGOTO|SERVIÇOS DE CONTROLE E TRATAMENTO DE EFLUENTES|7|12|3|9362
3701100|GESTAO DE REDES DE ESGOTO|SERVIÇOS DE TRATAMENTO E CONTROLE DE AGENTES FÍSICOS, QUÍMICOS E BIOLÓGICOS|7|12|3|9363
8122200|IMUNIZACAO E CONTROLE DE PRAGAS URBANAS|SERVIÇOS DE DEDETIZAÇÃO, DESINFECÇÃO, DESINSETIZAÇÃO, IMUNIZAÇÃO, HIGIENIZAÇÃO, DESRATIZAÇÃO E PULVERIZAÇÃO|7|13|3|9364
0161001|SERVICO DE PULVERIZACAO E CONTROLE DE PRAGAS AGRICOLAS|SERVIÇOS DE PULVERIZAÇÃO|7|13|3|9365
0161003|SERVICO DE PREPARACAO DE TERRENO, CULTIVO E COLHEITA|SERVIÇOS DE COLHEITA|7|16|3|9366
0161003|SERVICO DE PREPARACAO DE TERRENO, CULTIVO E COLHEITA|SERVIÇO DE FLORESTAMENTO, REFLORESTAMENTO, SEMEADURA E ADUBAÇÃO|7|16|3|9367
4299599|OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE ESCORAMENTO E CONTENÇÃO DE ENCOSTAS|7|17|3|9368
4291000|OBRAS PORTUARIAS, MARITIMAS E FLUVIAIS|SERVIÇOS DE LIMPEZA E DRENAGEM DE RIOS, PORTOS, CANAIS, BAÍAS, LAGOS, LAGOAS, REPRESAS E AÇUDES|7|18|3|9369
7112000|SERVICOS DE ENGENHARIA|SERVIÇOS DE ACOMPANHAMENTO E FISCALIZAÇÃO DA EXECUÇÃO DE OBRAS DE ENGENHARIA, ARQUITETURA E URBANISMO|7|19|3|9370
7111100|SERVICOS DE ARQUITETURA|SERVIÇOS DE ACOMPANHAMENTO E FISCALIZAÇÃO DA EXECUÇÃO DE OBRAS DE ENGENHARIA, ARQUITETURA E URBANISMO|7|19|3|9371
7119701|SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA|SERVIÇOS BATIMÉTRICOS|7|20|3|9261
7119701|SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA|SERVIÇOS GEOGRÁFICOS|7|20|3|9262
7119701|SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA|SERVIÇOS DE CARTOGRAFIA|7|20|3|9317
7119701|SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA|SERVIÇOS GEODÉSICOS E GEOFÍSICOS|7|20|3|9263
7119701|SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA|SERVIÇOS GEODÉSICOS E GEOGRÁFICOS|7|20|3|9374
7119701|SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA|SERVIÇOS DE BATIMETRIA|7|20|3|9373
7119799|ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE AEROFOTOGRAMETRIA|7|20|3|9372
7119701|SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA|SERVIÇOS DE MAPEAMENTO|7|20|3|9264
0910600|ATIVIDADES DE APOIO A EXTRACAO DE PETROLEO E GAS NATURAL|SERVIÇOS DE PESCARIA|7|21|3|8514
0910600|ATIVIDADES DE APOIO A EXTRACAO DE PETROLEO E GAS NATURAL|SERVIÇOS DE  ESTIMULAÇÃO E OUTROS SERVIÇOS RELACIONADOS COM A EXPLORAÇÃO E EXPLOTAÇÃO DE PETRÓLEO, GÁS NATURAL E OUTROS RECURSOS MINERAIS|7|21|3|8515
7210000|PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIENCIAS FISICAS E NATURAIS|SERVIÇOS DE PESQUISAS RELACIOANADAS AO CARVÃO MINERAL|7|21|3|8517
0910600|ATIVIDADES DE APOIO A EXTRACAO DE PETROLEO E GAS NATURAL|SERVIÇOS DE PERFURAÇÃO DE POÇOS DE PETRÓLEO|7|21|3|9265
7119702|ATIVIDADES DE ESTUDOS GEOLOGICOS|SERVIÇOS DE PERFILAGEM|7|21|3|9267
0910600|ATIVIDADES DE APOIO A EXTRACAO DE PETROLEO E GAS NATURAL|SERVIÇOS DE TESTEMUNHAGEM|7|21|3|9268
0910600|ATIVIDADES DE APOIO A EXTRACAO DE PETROLEO E GAS NATURAL|SERVIÇOS DE MERGULHO|7|21|3|9266
7210000|PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIENCIAS FISICAS E NATURAIS|SERVIÇOS DE PESQUISAS RELACIOANADAS AO PETRÓLEO|7|21|3|8518
0910600|ATIVIDADES DE APOIO A EXTRACAO DE PETROLEO E GAS NATURAL|SERVIÇOS DE CONCRETAÇÃO|7|21|3|8516
0161099|ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE NUCLEAÇÃO  E BOMBARDEAMENTO DE NUVENS|7|22|3|8519
8511200|EDUCACAO INFANTIL - CRECHE|SERVIÇOS DE EDUCAÇÃO INFANTIL - CRECHES|8|1|2|8520
8512100|EDUCACAO INFANTIL - PRE-ESCOLA|SERVIÇOS DE EDUCAÇÃO INFANTIL - PRÉ-ESCOLA|8|1|2|8521
8513900|ENSINO FUNDAMENTAL|SERVIÇOS DE EDUCAÇÃO - ENSINO FUNDAMENTAL|8|1|2|8522
8542200|EDUCACAO PROFISSIONAL DE NIVEL TECNOLOGICO|SERVIÇOS DE ENSINO PROFISSIONAL DE NÍVEL TECNOLÓGICO|8|1|2|8528
8541400|EDUCACAO PROFISSIONAL DE NIVEL TECNICO|SERVIÇOS DE ENSINO TÉCNICO INDUSTRIAL OU COMERCIAL|8|1|2|8527
8533300|EDUCAÇÃO SUPERIOR - PÓS-GRADUAÇÃO E EXTENSÃO|SERVIÇOS DE EDUÇAÇÃO - ENSINO SUPERIOR (GRADUAÇÃO E PÓS-GRADUAÇÃO E EXTENSÃO)|8|1|2|8526
8532500|EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO|SERVIÇOS DE EDUÇAÇÃO - ENSINO SUPERIOR (GRADUAÇÃO E PÓS-GRADUAÇÃO)|8|1|2|8525
8531700|EDUCAÇÃO SUPERIOR - GRADUAÇÃO|SERVIÇOS DE EDUÇAÇÃO - ENSINO SUPERIOR (GRADUAÇÃO)|8|1|2|8524
8520100|ENSINO MEDIO|SERVIÇOS DE EDUCAÇÃO - ENSINO MÉDIO|8|1|2|8523
8591100|ENSINO DE ESPORTES|SERVIÇOS DE INSTRUÇÃO DE MERGULHO|8|2|3|8163
8592902|ENSINO DE ARTES CENICAS, EXCETO DANCA|SERVIÇOS DE ENSINO LIGADOS ÀS ARTES E CULTURA|8|2|3|8441
8599604|TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL|SERVIÇOS DE TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL|8|2|3|8440
8591100|ENSINO DE ESPORTES|SERVIÇOS DE INSTRUÇÃO DE ESPORTES|8|2|3|8444
8599604|TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL|SERVIÇO DE TREINAMENTO DE RECURSOS HUMANOS|8|2|3|8446
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE EDUCAÇÃO RELIGIOSA|8|2|3|8447
8591100|ENSINO DE ESPORTES|SERVIÇO DE INSTRUÇÃO DE GINÁSTICA|8|2|3|8445
8592902|ENSINO DE ARTES CENICAS, EXCETO DANCA|SERVIÇOS DE ENSINO ARTÍSTICO|8|2|3|8443
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|AVALIAÇÃO DE CONHECIMENTOS DE QUALQUER NATUREZA.|8|2|3|11567
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE ENSINO ARTÍSTICO|8|2|3|11557
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE ENSINO PREPARATÓRIO PARA CONCURSOS|8|2|3|11556
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE ENSINO LIGADOS ÀS ARTES E CULTURA|8|2|3|11555
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL|8|2|3|11554
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE INSTRUÇÃO DE MERGULHO|8|2|3|11553
8599603|TREINAMENTO EM INFORMATICA|SERVIÇOS DE ENSINO EM INFORMÁTICA|8|2|3|8532
8593700|ENSINO DE IDIOMAS|SERVIÇOS DE CURSOS DE LÍNGUA ESTRANGEIRA|8|2|3|8531
8599602|CURSOS DE PILOTAGEM|SERVIÇOS DE INSTRUÇÃO DE PILOTAGEM|8|2|3|8530
8599601|FORMACAO DE CONDUTORES|SERVIÇOS DE INSTRUÇÃO DE CODUTORES (AUTO-ESCOLA)|8|2|3|8529
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE ENSINO EM INFORMÁTICA|8|2|3|11566
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SENVIÇOS DE CURSOS DE LÍNGUA ESTRANGEIRA|8|2|3|11565
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE INSTRUÇÃO DE PILOTAGEM|8|2|3|11564
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE INSTRUÇÃO DE CODUTORES (AUTO-ESCOLA)|8|2|3|11563
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE EDUCAÇÃO RELIGIOSA|8|2|3|11562
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇO DE TREINAMENTO DE RECURSOS HUMANOS|8|2|3|11561
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇO DE INSTRUÇÃO DE GINÁSTICA|8|2|3|11560
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE INSTRUÇÃO DE ESPORTES|8|2|3|11559
8599699|OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE ACADEMIA DE DANÇA|8|2|2|11558
8599605|CURSOS PREPARATORIOS PARA CONCURSOS|SERVIÇOS DE ENSINO PREPARATÓRIO PARA CONCURSOS|8|2|3|8442
5510801|HOTEIS|SERVIÇOS DE HOSPEDAGEM EM HOTEL|9|1|2,5|8448
5510802|APART-HOTEIS|SERVIÇOS DE HOSPEDAGEM EM APART-HOTEL|9|1|2,5|8450
5590601|ALBERGUES, EXCETO ASSISTENCIAIS|SERVIÇOS DE HOSPEDAGEM EM ALBERGUES|9|1|2,5|8452
5590603|PENSOES (ALOJAMENTO)|SERVIÇOS DE HOSPEDAGEM EM PENSÃO|9|1|2,5|8454
5590699|OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE HOSPEDAGEM EM RESIDENCE-SERVICE E SUÍTE-SERVECE|9|1|2,5|8456
5590699|OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE HOSPEDAGEM EM RESIDÊNCIAS|9|1|2,5|8457
5590699|OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE HOSPEDAGEM EM FLAT|9|1|2,5|8455
5590602|CAMPINGS|SERVIÇOS DE HOSPEDAGEM EM CAMPING|9|1|2,5|8453
5510803|MOTEIS|SERVIÇOS DE HOSPEDAGEM EM MOTEL|9|1|2,5|8451
5590699|OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE HOSPEDAGEM MARÍTIMA|9|1|2,5|8449
7912100|OPERADORES TURISTICOS|SERVIÇO DE AGENCIAMENTO DE PROGRAMAS DE TURISMO, PASSEIOS, VIAGENS, EXCURÇÕES, HOSPEDAGENS E COGÊNERES|9|2|2,5|8458
